Protocoltimestamp,SensorDistance0,SensorDistance2
0.082,11.57683,19.15975
0.0825,11.57683,19.15975
0.083,11.57683,19.15975
0.0835,11.57683,19.15975
0.084,11.57683,19.15975
0.0845,11.57683,19.15975
0.085,11.57683,19.15975
0.0855,11.57683,19.15975
0.086,11.57683,19.15975
0.0865,11.57683,19.15975
0.087,11.57683,19.15975
0.0875,11.57683,19.15975
0.088,11.57683,19.15975
0.0885,11.57683,19.15975
0.089,11.57683,19.15975
0.0895,11.57683,19.15975
0.09,11.57683,19.15975
0.0905,11.57683,19.15975
0.091,11.57683,19.15975
0.0915,11.57683,19.15975
0.092,11.57683,19.15975
0.0925,11.57683,19.15975
0.093,11.57683,19.15975
0.0935,11.57683,19.15975
0.094,11.57683,19.15975
0.0945,11.57683,19.15975
0.095,11.57683,19.15975
0.0955,11.57683,19.15975
0.096,11.57683,19.15975
0.0965,11.57683,19.15975
0.097,11.57683,19.15975
0.0975,11.57683,19.15975
0.098,11.57683,19.15975
0.0985,11.57683,19.15975
0.099,11.57683,19.15975
0.0995,11.57683,19.15975
0.1,11.57683,19.15975
0.1005,11.57683,19.15975
0.101,11.57683,19.15975
0.1015,11.57683,19.15975
0.102,11.57683,19.15975
0.1025,11.57683,19.15975
0.103,11.57683,19.15975
0.1035,11.57683,19.15975
0.104,11.57683,19.15975
0.1045,11.57683,19.15975
0.105,11.57683,19.15975
0.1055,11.57683,19.15975
0.106,11.57683,19.15975
0.1065,11.57683,19.15897
0.107,11.57683,19.15897
0.1075,11.57683,19.15897
0.108,11.57683,19.15897
0.1085,11.57683,19.15897
0.109,11.57683,19.15897
0.1095,11.57683,19.15897
0.11,11.57683,19.15897
0.1105,11.57683,19.15897
0.111,11.57683,19.15975
0.1115,11.57683,19.15897
0.112,11.57683,19.15897
0.1125,11.57683,19.15897
0.113,11.57683,19.15897
0.1135,11.57683,19.15975
0.114,11.57683,19.15975
0.1145,11.57683,19.15975
0.115,11.57683,19.15975
0.1155,11.57683,19.15975
0.116,11.57683,19.15975
0.1165,11.57683,19.15975
0.117,11.57683,19.15975
0.1175,11.57683,19.15975
0.118,11.57683,19.15975
0.1185,11.57683,19.15975
0.119,11.57683,19.15975
0.1195,11.57683,19.15975
0.12,11.57683,19.15975
0.1205,11.57683,19.15975
0.121,11.57683,19.15975
0.1215,11.57683,19.15975
0.122,11.57683,19.15975
0.1225,11.57683,19.15975
0.123,11.57683,19.15975
0.1235,11.57683,19.15975
0.124,11.57683,19.15975
0.1245,11.57683,19.15975
0.125,11.57683,19.15975
0.1255,11.57683,19.15975
0.126,11.57683,19.15975
0.1265,11.57683,19.15975
0.127,11.57683,19.15975
0.1275,11.57683,19.15975
0.128,11.57683,19.15975
0.1285,11.57683,19.15975
0.129,11.57683,19.15975
0.1295,11.57683,19.15975
0.13,11.57683,19.15975
0.1305,11.57683,19.15975
0.131,11.57683,19.15975
0.1315,11.57683,19.15975
0.132,11.57683,19.15975
0.1325,11.57683,19.15975
0.133,11.57683,19.15975
0.1335,11.57683,19.15975
0.134,11.57683,19.15975
0.1345,11.57683,19.15975
0.135,11.57683,19.15975
0.1355,11.57683,19.15975
0.136,11.57683,19.15975
0.1365,11.57683,19.15975
0.137,11.57683,19.15975
0.1375,11.57683,19.15897
0.138,11.57683,19.15897
0.1385,11.57683,19.15975
0.139,11.57683,19.15975
0.1395,11.57683,19.15975
0.14,11.57683,19.15975
0.1405,11.57683,19.15975
0.141,11.57683,19.15975
0.1415,11.57683,19.15975
0.142,11.57683,19.15975
0.1425,11.57683,19.15975
0.143,11.57683,19.15975
0.1435,11.57683,19.15975
0.144,11.57683,19.15975
0.1445,11.57683,19.15975
0.145,11.57683,19.15975
0.1455,11.57683,19.15975
0.146,11.57683,19.15975
0.1465,11.57683,19.15975
0.147,11.57683,19.15975
0.1475,11.57683,19.15975
0.148,11.57683,19.15975
0.1485,11.57683,19.15975
0.149,11.57683,19.15975
0.1495,11.57683,19.15975
0.15,11.57683,19.15975
0.1505,11.57683,19.15975
0.151,11.57683,19.15975
0.1515,11.57683,19.15975
0.152,11.57683,19.15975
0.1525,11.57683,19.15975
0.153,11.57683,19.15975
0.1535,11.57683,19.15975
0.154,11.57683,19.15975
0.1545,11.57683,19.15975
0.155,11.57683,19.15975
0.1555,11.57683,19.15975
0.156,11.57683,19.15975
0.1565,11.57683,19.15975
0.157,11.57683,19.15975
0.1575,11.57683,19.15975
0.158,11.57683,19.15975
0.1585,11.57683,19.15975
0.159,11.57683,19.15975
0.1595,11.57683,19.15975
0.16,11.57683,19.15975
0.1605,11.57683,19.15975
0.161,11.57683,19.15975
0.1615,11.57683,19.15975
0.162,11.57683,19.15975
0.1625,11.57683,19.15975
0.163,11.57683,19.15975
0.1635,11.57683,19.15897
0.164,11.57683,19.15975
0.1645,11.57683,19.15975
0.165,11.57683,19.15975
0.1655,11.57683,19.15975
0.166,11.57683,19.15975
0.1665,11.57683,19.15975
0.167,11.57683,19.15975
0.1675,11.57683,19.15975
0.168,11.57683,19.15975
0.1685,11.57683,19.15975
0.169,11.57683,19.15975
0.1695,11.57683,19.15975
0.17,11.57683,19.15975
0.1705,11.57683,19.15975
0.171,11.57683,19.15975
0.1715,11.57683,19.15975
0.172,11.57683,19.15975
0.1725,11.57683,19.15975
0.173,11.57683,19.15975
0.1735,11.57683,19.15975
0.174,11.57683,19.15975
0.1745,11.57683,19.15975
0.175,11.57683,19.15975
0.1755,11.57683,19.15975
0.176,11.57683,19.15975
0.1765,11.57683,19.15975
0.177,11.57683,19.15975
0.1775,11.57683,19.15975
0.178,11.57683,19.15975
0.1785,11.57683,19.15975
0.179,11.57683,19.15975
0.1795,11.57683,19.15975
0.18,11.57683,19.15975
0.1805,11.57683,19.15975
0.181,11.57683,19.15975
0.1815,11.57683,19.15975
0.182,11.57683,19.15975
0.1825,11.57683,19.15975
0.183,11.57683,19.15975
0.1835,11.57683,19.15975
0.184,11.57683,19.15975
0.1845,11.57683,19.15975
0.185,11.57683,19.15975
0.1855,11.57683,19.15975
0.186,11.57683,19.15975
0.1865,11.57683,19.15975
0.187,11.57683,19.15975
0.1875,11.57683,19.15975
0.188,11.57683,19.15975
0.1885,11.57683,19.15975
0.189,11.57683,19.15975
0.1895,11.57683,19.15975
0.19,11.57683,19.15975
0.1905,11.57683,19.15975
0.191,11.57683,19.15975
0.1915,11.57683,19.15975
0.192,11.57683,19.15975
0.1925,11.57683,19.15975
0.193,11.57683,19.15975
0.1935,11.57683,19.15975
0.194,11.57683,19.15975
0.1945,11.57683,19.15975
0.195,11.57683,19.15975
0.1955,11.57683,19.15975
0.196,11.57683,19.15975
0.1965,11.57683,19.15975
0.197,11.57683,19.15975
0.1975,11.57683,19.15975
0.198,11.57683,19.15975
0.1985,11.57683,19.15975
0.199,11.57683,19.15897
0.1995,11.57683,19.15975
0.2,11.57683,19.15975
0.2005,11.57683,19.15975
0.201,11.57683,19.15975
0.2015,11.57683,19.15975
0.202,11.57683,19.15975
0.2025,11.57683,19.15975
0.203,11.57683,19.15975
0.2035,11.57683,19.15975
0.204,11.57683,19.15975
0.2045,11.57683,19.15975
0.205,11.57683,19.15975
0.2055,11.57683,19.15975
0.206,11.57683,19.15975
0.2065,11.57683,19.15975
0.207,11.57683,19.15975
0.2075,11.57683,19.15897
0.208,11.57683,19.15897
0.2085,11.57683,19.15897
0.209,11.57683,19.15897
0.2095,11.57683,19.15897
0.21,11.57683,19.15897
0.2105,11.57683,19.15897
0.211,11.57683,19.15897
0.2115,11.57683,19.15897
0.212,11.57683,19.15897
0.2125,11.57683,19.15897
0.213,11.57683,19.15897
0.2135,11.57683,19.15975
0.214,11.57683,19.15897
0.2145,11.57683,19.15975
0.215,11.57683,19.15975
0.2155,11.57683,19.15975
0.216,11.57683,19.15975
0.2165,11.57683,19.15975
0.217,11.57683,19.15975
0.2175,11.57683,19.15975
0.218,11.57683,19.15975
0.2185,11.57683,19.15975
0.219,11.57683,19.15897
0.2195,11.57683,19.15897
0.22,11.57683,19.15897
0.2205,11.57683,19.15897
0.221,11.57683,19.15897
0.2215,11.57683,19.15897
0.222,11.57683,19.15897
0.2225,11.57683,19.15897
0.223,11.57683,19.15897
0.2235,11.57683,19.15897
0.224,11.57683,19.15897
0.2245,11.57683,19.15897
0.225,11.57683,19.15897
0.2255,11.57683,19.15897
0.226,11.57683,19.15975
0.2265,11.57683,19.15975
0.227,11.57683,19.15897
0.2275,11.57683,19.15897
0.228,11.57683,19.15897
0.2285,11.57683,19.15897
0.229,11.57683,19.15897
0.2295,11.57683,19.15897
0.23,11.57683,19.15897
0.2305,11.57683,19.15897
0.231,11.57683,19.15897
0.2315,11.57683,19.15897
0.232,11.57683,19.15897
0.2325,11.57683,19.15975
0.233,11.57683,19.15975
0.2335,11.57683,19.15975
0.234,11.57683,19.15975
0.2345,11.57683,19.15975
0.235,11.57683,19.15975
0.2355,11.57683,19.15975
0.236,11.57683,19.15975
0.2365,11.57683,19.15975
0.237,11.57683,19.15975
0.2375,11.57683,19.15975
0.238,11.57683,19.15975
0.2385,11.57683,19.15975
0.239,11.57683,19.15975
0.2395,11.57683,19.15975
0.24,11.57683,19.15975
0.2405,11.57683,19.15975
0.241,11.57683,19.15975
0.2415,11.57683,19.15975
0.242,11.57683,19.15975
0.2425,11.57683,19.15975
0.243,11.57683,19.15975
0.2435,11.57683,19.15975
0.244,11.57683,19.15975
0.2445,11.57683,19.15975
0.245,11.57683,19.15975
0.2455,11.57683,19.15975
0.246,11.57683,19.15975
0.2465,11.57683,19.15975
0.247,11.57683,19.15975
0.2475,11.57683,19.15975
0.248,11.57683,19.15975
0.2485,11.57683,19.15975
0.249,11.57683,19.15975
0.2495,11.57683,19.15975
0.25,11.57683,19.15975
0.2505,11.57683,19.15975
0.251,11.57683,19.15975
0.2515,11.57683,19.15975
0.252,11.57683,19.15975
0.2525,11.57683,19.15975
0.253,11.57683,19.15975
0.2535,11.57683,19.15975
0.254,11.57683,19.15975
0.2545,11.57683,19.15975
0.255,11.57683,19.15975
0.2555,11.57683,19.15975
0.256,11.57683,19.15975
0.2565,11.57683,19.15975
0.257,11.57683,19.15975
0.2575,11.57683,19.15975
0.258,11.57683,19.15975
0.2585,11.57683,19.15975
0.259,11.57683,19.15975
0.2595,11.57683,19.15975
0.26,11.57683,19.15975
0.2605,11.57683,19.15975
0.261,11.57683,19.15975
0.2615,11.57683,19.15975
0.262,11.57683,19.15975
0.2625,11.57683,19.15975
0.263,11.57683,19.15975
0.2635,11.57683,19.15975
0.264,11.57683,19.15975
0.2645,11.57683,19.15975
0.265,11.57683,19.15975
0.2655,11.57683,19.15975
0.266,11.57683,19.15975
0.2665,11.57683,19.15975
0.267,11.57683,19.15975
0.2675,11.57683,19.15975
0.268,11.57683,19.15975
0.2685,11.57683,19.15975
0.269,11.57683,19.15975
0.2695,11.57683,19.15975
0.27,11.57683,19.15975
0.2705,11.57683,19.15975
0.271,11.57683,19.15975
0.2715,11.57683,19.15975
0.272,11.57683,19.15975
0.2725,11.57683,19.15975
0.273,11.57683,19.15975
0.2735,11.57683,19.15975
0.274,11.57683,19.15975
0.2745,11.57683,19.15975
0.275,11.57683,19.15975
0.2755,11.57683,19.15975
0.276,11.57683,19.15975
0.2765,11.57683,19.15975
0.277,11.57683,19.15975
0.2775,11.57683,19.15975
0.278,11.57683,19.15975
0.2785,11.57683,19.15975
0.279,11.57683,19.15975
0.2795,11.57683,19.15975
0.28,11.57683,19.15975
0.2805,11.57683,19.15975
0.281,11.57683,19.15975
0.2815,11.57683,19.15975
0.282,11.57683,19.15975
0.2825,11.57683,19.15975
0.283,11.57683,19.15975
0.2835,11.57683,19.15975
0.284,11.57683,19.15975
0.2845,11.57683,19.15975
0.285,11.57683,19.15975
0.2855,11.57683,19.15975
0.286,11.57683,19.15975
0.2865,11.57683,19.15975
0.287,11.57683,19.15975
0.2875,11.57683,19.15975
0.288,11.57683,19.15975
0.2885,11.57683,19.15975
0.289,11.57683,19.15975
0.2895,11.57683,19.15975
0.29,11.57683,19.15975
0.2905,11.57683,19.15975
0.291,11.57683,19.15975
0.2915,11.57683,19.15975
0.292,11.57683,19.15975
0.2925,11.57683,19.15975
0.293,11.57683,19.15975
0.2935,11.57683,19.15975
0.294,11.57683,19.15975
0.2945,11.57683,19.15975
0.295,11.57683,19.15975
0.2955,11.57683,19.15975
0.296,11.57683,19.15975
0.2965,11.57683,19.15975
0.297,11.57683,19.15975
0.2975,11.57683,19.15975
0.298,11.57683,19.15975
0.2985,11.57683,19.15975
0.299,11.57683,19.15975
0.2995,11.57683,19.15975
0.3,11.57683,19.15975
0.3005,11.57683,19.15975
0.301,11.57683,19.15975
0.3015,11.57683,19.15975
0.302,11.57683,19.15975
0.3025,11.57683,19.15975
0.303,11.57683,19.15975
0.3035,11.57683,19.15975
0.304,11.57683,19.15975
0.3045,11.57683,19.15975
0.305,11.57683,19.15975
0.3055,11.57683,19.15975
0.306,11.57683,19.15975
0.3065,11.57683,19.15975
0.307,11.57683,19.15975
0.3075,11.57683,19.15975
0.308,11.57683,19.15975
0.3085,11.57683,19.15975
0.309,11.57683,19.15975
0.3095,11.57683,19.15975
0.31,11.57683,19.15975
0.3105,11.57683,19.15975
0.311,11.57683,19.15975
0.3115,11.57683,19.15975
0.312,11.57683,19.15975
0.3125,11.57683,19.15975
0.313,11.57683,19.15975
0.3135,11.57683,19.15975
0.314,11.57683,19.15975
0.3145,11.57683,19.15975
0.315,11.57683,19.15975
0.3155,11.57683,19.15975
0.316,11.57683,19.15975
0.3165,11.57683,19.15975
0.317,11.57683,19.15975
0.3175,11.57683,19.15975
0.318,11.57683,19.15975
0.3185,11.57683,19.15975
0.319,11.57683,19.15975
0.3195,11.57683,19.15975
0.32,11.57683,19.15975
0.3205,11.57683,19.15975
0.321,11.57683,19.15975
0.3215,11.57683,19.15975
0.322,11.57683,19.15975
0.3225,11.57683,19.15975
0.323,11.57683,19.15975
0.3235,11.57683,19.15975
0.324,11.57683,19.15975
0.3245,11.57683,19.15975
0.325,11.57683,19.15975
0.3255,11.57683,19.15975
0.326,11.57683,19.15975
0.3265,11.57683,19.15975
0.327,11.57683,19.15975
0.3275,11.57683,19.15975
0.328,11.57683,19.15975
0.3285,11.57683,19.15975
0.329,11.57683,19.15975
0.3295,11.57683,19.15975
0.33,11.57683,19.15975
0.3305,11.57683,19.15975
0.331,11.57683,19.15975
0.3315,11.57683,19.15975
0.332,11.57683,19.15975
0.3325,11.57683,19.15975
0.333,11.57683,19.15975
0.3335,11.57683,19.15975
0.334,11.57683,19.15975
0.3345,11.57683,19.15897
0.335,11.57683,19.15897
0.3355,11.57683,19.15897
0.336,11.57683,19.15897
0.3365,11.57683,19.15897
0.337,11.57683,19.15897
0.3375,11.57683,19.15897
0.338,11.57683,19.15897
0.3385,11.57683,19.15897
0.339,11.57683,19.15897
0.3395,11.57683,19.15897
0.34,11.57683,19.15897
0.3405,11.57683,19.15897
0.341,11.57683,19.15897
0.3415,11.57683,19.15897
0.342,11.57683,19.15897
0.3425,11.57683,19.15897
0.343,11.57683,19.15975
0.3435,11.57683,19.15975
0.344,11.57683,19.15975
0.3445,11.57683,19.15975
0.345,11.57683,19.15975
0.3455,11.57683,19.15975
0.346,11.57683,19.15975
0.3465,11.57683,19.15975
0.347,11.57683,19.15975
0.3475,11.57683,19.15897
0.348,11.57683,19.15897
0.3485,11.57683,19.15897
0.349,11.57683,19.15897
0.3495,11.57683,19.15897
0.35,11.57683,19.15897
0.3505,11.57683,19.15897
0.351,11.57683,19.15897
0.3515,11.57683,19.15897
0.352,11.57683,19.15975
0.3525,11.57683,19.15975
0.353,11.57683,19.15897
0.3535,11.57683,19.15897
0.354,11.57683,19.15897
0.3545,11.57683,19.15897
0.355,11.57683,19.15897
0.3555,11.57683,19.15897
0.356,11.57683,19.15897
0.3565,11.57683,19.15897
0.357,11.57683,19.15897
0.3575,11.57683,19.15897
0.358,11.57683,19.15975
0.3585,11.57683,19.15975
0.359,11.57683,19.15975
0.3595,11.57683,19.15975
0.36,11.57683,19.15975
0.3605,11.57683,19.15975
0.361,11.57683,19.15975
0.3615,11.57683,19.15975
0.362,11.57683,19.15897
0.3625,11.57683,19.15897
0.363,11.57683,19.15975
0.3635,11.57683,19.15975
0.364,11.57683,19.15975
0.3645,11.57683,19.15975
0.365,11.57683,19.15897
0.3655,11.57683,19.15897
0.366,11.57683,19.15897
0.3665,11.57683,19.15975
0.367,11.57683,19.15897
0.3675,11.57683,19.15897
0.368,11.57683,19.15897
0.3685,11.57683,19.15897
0.369,11.57683,19.15897
0.3695,11.57683,19.15975
0.37,11.57683,19.15975
0.3705,11.57683,19.15975
0.371,11.57683,19.15975
0.3715,11.57683,19.15975
0.372,11.57683,19.15975
0.3725,11.57683,19.15975
0.373,11.57683,19.15975
0.3735,11.57683,19.15975
0.374,11.57683,19.15897
0.3745,11.57683,19.15897
0.375,11.57683,19.15897
0.3755,11.57683,19.15897
0.376,11.57683,19.15897
0.3765,11.57683,19.15897
0.377,11.57683,19.15975
0.3775,11.57683,19.15975
0.378,11.57683,19.15975
0.3785,11.57683,19.15975
0.379,11.57683,19.15975
0.3795,11.57683,19.15975
0.38,11.57683,19.15975
0.3805,11.57683,19.15975
0.381,11.57683,19.15975
0.3815,11.57683,19.15975
0.382,11.57683,19.15975
0.3825,11.57683,19.15975
0.383,11.57683,19.15975
0.3835,11.57683,19.15975
0.384,11.57683,19.15975
0.3845,11.57683,19.15975
0.385,11.57683,19.15975
0.3855,11.57683,19.15975
0.386,11.57683,19.15975
0.3865,11.57683,19.15975
0.387,11.57683,19.15975
0.3875,11.57683,19.15975
0.388,11.57683,19.15975
0.3885,11.57683,19.15975
0.389,11.57683,19.15975
0.3895,11.57683,19.15975
0.39,11.57683,19.15975
0.3905,11.57683,19.15975
0.391,11.57683,19.15975
0.3915,11.57683,19.15975
0.392,11.57683,19.15975
0.3925,11.57683,19.15975
0.393,11.57683,19.15975
0.3935,11.57683,19.15975
0.394,11.57683,19.15975
0.3945,11.57683,19.15975
0.395,11.57683,19.15975
0.3955,11.57683,19.15975
0.396,11.57683,19.15975
0.3965,11.57683,19.15975
0.397,11.57683,19.15975
0.3975,11.57683,19.15975
0.398,11.57683,19.15975
0.3985,11.57683,19.15975
0.399,11.57683,19.15975
0.3995,11.57683,19.15975
0.4,11.57683,19.15975
0.4005,11.57683,19.15975
0.401,11.57683,19.15975
0.4015,11.57683,19.15975
0.402,11.57683,19.15975
0.4025,11.57683,19.15975
0.403,11.57683,19.15975
0.4035,11.57683,19.15975
0.404,11.57683,19.15975
0.4045,11.57683,19.15975
0.405,11.57683,19.15975
0.4055,11.57683,19.15975
0.406,11.57683,19.15975
0.4065,11.57683,19.15975
0.407,11.57683,19.15975
0.4075,11.57683,19.15975
0.408,11.57683,19.15975
0.4085,11.57683,19.15975
0.409,11.57683,19.15975
0.4095,11.57683,19.15975
0.41,11.57683,19.15975
0.4105,11.57683,19.15975
0.411,11.57683,19.15975
0.4115,11.57683,19.15975
0.412,11.57683,19.15975
0.4125,11.57683,19.15975
0.413,11.57683,19.15975
0.4135,11.57683,19.15975
0.414,11.57683,19.15975
0.4145,11.57683,19.15975
0.415,11.57683,19.15975
0.4155,11.57683,19.15975
0.416,11.57683,19.15897
0.4165,11.57683,19.15897
0.417,11.57683,19.15897
0.4175,11.57683,19.15897
0.418,11.57683,19.15897
0.4185,11.57683,19.15897
0.419,11.57683,19.15897
0.4195,11.57683,19.15897
0.42,11.57683,19.15975
0.4205,11.57683,19.15975
0.421,11.57683,19.15975
0.4215,11.57683,19.15975
0.422,11.57683,19.15975
0.4225,11.57683,19.15975
0.423,11.57683,19.15975
0.4235,11.57683,19.15975
0.424,11.57683,19.15975
0.4245,11.57683,19.15975
0.425,11.57683,19.15975
0.4255,11.57683,19.15975
0.426,11.57683,19.15975
0.4265,11.57683,19.15897
0.427,11.57683,19.15975
0.4275,11.57683,19.15975
0.428,11.57683,19.15975
0.4285,11.57683,19.15897
0.429,11.57683,19.15897
0.4295,11.57683,19.15897
0.43,11.57683,19.15897
0.4305,11.57683,19.15897
0.431,11.57683,19.15975
0.4315,11.57683,19.15897
0.432,11.57683,19.15897
0.4325,11.57683,19.15897
0.433,11.57683,19.15897
0.4335,11.57683,19.15897
0.434,11.57683,19.15975
0.4345,11.57683,19.15975
0.435,11.57683,19.15897
0.4355,11.57683,19.15897
0.436,11.57683,19.15897
0.4365,11.57683,19.15975
0.437,11.57683,19.15975
0.4375,11.57683,19.15975
0.438,11.57683,19.15975
0.4385,11.57683,19.15975
0.439,11.57683,19.15975
0.4395,11.57683,19.15975
0.44,11.57683,19.15975
0.4405,11.57683,19.15975
0.441,11.57683,19.15975
0.4415,11.57683,19.15975
0.442,11.57683,19.15975
0.4425,11.57683,19.15975
0.443,11.57683,19.15975
0.4435,11.57683,19.15975
0.444,11.57683,19.15975
0.4445,11.57683,19.15975
0.445,11.57683,19.15975
0.4455,11.57683,19.15975
0.446,11.57683,19.15975
0.4465,11.57683,19.15975
0.447,11.57683,19.15975
0.4475,11.57683,19.15975
0.448,11.57683,19.15975
0.4485,11.57683,19.15975
0.449,11.57683,19.15975
0.4495,11.57683,19.15975
0.45,11.57683,19.15975
0.4505,11.57683,19.15975
0.451,11.57683,19.15975
0.4515,11.57683,19.15975
0.452,11.57683,19.15975
0.4525,11.57683,19.15975
0.453,11.57683,19.15975
0.4535,11.57683,19.15975
0.454,11.57683,19.15975
0.4545,11.57683,19.15975
0.455,11.57683,19.15975
0.4555,11.57683,19.15897
0.456,11.57683,19.15897
0.4565,11.57683,19.15975
0.457,11.57683,19.15975
0.4575,11.57683,19.15897
0.458,11.57683,19.15975
0.4585,11.57683,19.15975
0.459,11.57683,19.15975
0.4595,11.57683,19.15975
0.46,11.57683,19.15975
0.4605,11.57683,19.15975
0.461,11.57683,19.15975
0.4615,11.57683,19.15975
0.462,11.57683,19.15975
0.4625,11.57683,19.15975
0.463,11.57683,19.15975
0.4635,11.57683,19.15975
0.464,11.57683,19.15975
0.4645,11.57683,19.15975
0.465,11.57683,19.15975
0.4655,11.57683,19.15975
0.466,11.57683,19.15975
0.4665,11.57683,19.15975
0.467,11.57683,19.15975
0.4675,11.57683,19.15975
0.468,11.57683,19.15975
0.4685,11.57683,19.15975
0.469,11.57683,19.15975
0.4695,11.57683,19.15975
0.47,11.57683,19.15975
0.4705,11.57683,19.15975
0.471,11.57683,19.15975
0.4715,11.57683,19.15975
0.472,11.57683,19.15975
0.4725,11.57683,19.15897
0.473,11.57683,19.15897
0.4735,11.57683,19.15897
0.474,11.57683,19.15897
0.4745,11.57683,19.15897
0.475,11.57683,19.15975
0.4755,11.57683,19.15975
0.476,11.57683,19.15897
0.4765,11.57683,19.15975
0.477,11.57683,19.15975
0.4775,11.57683,19.15975
0.478,11.57683,19.15975
0.4785,11.57683,19.15975
0.479,11.57683,19.15975
0.4795,11.57683,19.15897
0.48,11.57683,19.15897
0.4805,11.57683,19.15975
