Protocoltimestamp,SensorDistance0,SensorDistance2
0.1325,12.43072,19.69295
0.133,12.43072,19.69295
0.1335,12.43072,19.69295
0.134,12.43072,19.69295
0.1345,12.43072,19.69295
0.135,12.43072,19.69295
0.1355,12.43072,19.69295
0.136,12.43072,19.69295
0.1365,12.43072,19.69295
0.137,12.43072,19.69295
0.1375,12.43072,19.69295
0.138,12.43072,19.69295
0.1385,12.43072,19.69295
0.139,12.43072,19.69295
0.1395,12.43072,19.69295
0.14,12.43072,19.69295
0.1405,12.43072,19.69295
0.141,12.43072,19.69295
0.1415,12.43072,19.69295
0.142,12.43072,19.69295
0.1425,12.43072,19.69295
0.143,12.43072,19.69295
0.1435,12.43072,19.69295
0.144,12.43072,19.69295
0.1445,12.43072,19.69295
0.145,12.43072,19.69295
0.1455,12.43072,19.69295
0.146,12.43072,19.69295
0.1465,12.43072,19.69295
0.147,12.43072,19.69295
0.1475,12.43072,19.69295
0.148,12.43072,19.69295
0.1485,12.43072,19.69295
0.149,12.43072,19.69295
0.1495,12.43072,19.69295
0.15,12.43072,19.69295
0.1505,12.43072,19.69295
0.151,12.43072,19.69295
0.1515,12.43072,19.69295
0.152,12.43072,19.69295
0.1525,12.43072,19.69295
0.153,12.43072,19.69295
0.1535,12.43072,19.69295
0.154,12.43072,19.69295
0.1545,12.43072,19.69295
0.155,12.43072,19.69295
0.1555,12.43072,19.69295
0.156,12.43072,19.69295
0.1565,12.43072,19.69295
0.157,12.43072,19.69295
0.1575,12.43072,19.69295
0.158,12.43072,19.69295
0.1585,12.43072,19.69295
0.159,12.43072,19.69295
0.1595,12.43072,19.69295
0.16,12.43072,19.69295
0.1605,12.43072,19.69295
0.161,12.43072,19.69295
0.1615,12.43072,19.69295
0.162,12.43072,19.69295
0.1625,12.43072,19.69295
0.163,12.43072,19.69295
0.1635,12.43072,19.69295
0.164,12.43072,19.69295
0.1645,12.43072,19.69295
0.165,12.43072,19.69295
0.1655,12.43072,19.69295
0.166,12.43072,19.69295
0.1665,12.43072,19.69295
0.167,12.43072,19.69295
0.1675,12.43072,19.69295
0.168,12.43072,19.69295
0.1685,12.43072,19.69295
0.169,12.43072,19.69295
0.1695,12.43072,19.69295
0.17,12.43033,19.69295
0.1705,12.43033,19.69295
0.171,12.43033,19.69295
0.1715,12.43033,19.69295
0.172,12.43072,19.69295
0.1725,12.43033,19.69295
0.173,12.43033,19.69295
0.1735,12.43072,19.69295
0.174,12.43072,19.69295
0.1745,12.43072,19.69295
0.175,12.43072,19.69295
0.1755,12.43072,19.69295
0.176,12.43072,19.69295
0.1765,12.43072,19.69295
0.177,12.43072,19.69295
0.1775,12.43072,19.69295
0.178,12.43072,19.69295
0.1785,12.43072,19.69295
0.179,12.43072,19.69295
0.1795,12.43072,19.69295
0.18,12.43072,19.69295
0.1805,12.43072,19.69295
0.181,12.43072,19.69295
0.1815,12.43072,19.69295
0.182,12.43072,19.69295
0.1825,12.43033,19.69295
0.183,12.43033,19.69295
0.1835,12.43072,19.69295
0.184,12.43033,19.69295
0.1845,12.43033,19.69295
0.185,12.43033,19.69295
0.1855,12.43033,19.69295
0.186,12.43072,19.69295
0.1865,12.43033,19.69295
0.187,12.43033,19.69295
0.1875,12.43033,19.69295
0.188,12.43033,19.69295
0.1885,12.43033,19.69295
0.189,12.43033,19.69295
0.1895,12.43033,19.69295
0.19,12.43033,19.69295
0.1905,12.43033,19.69295
0.191,12.43033,19.69295
0.1915,12.43033,19.69295
0.192,12.43033,19.69295
0.1925,12.43033,19.69295
0.193,12.43033,19.69295
0.1935,12.43033,19.69295
0.194,12.43033,19.69295
0.1945,12.43072,19.69295
0.195,12.43072,19.69295
0.1955,12.43072,19.69295
0.196,12.43072,19.69295
0.1965,12.43072,19.69295
0.197,12.43072,19.69295
0.1975,12.43072,19.69295
0.198,12.43072,19.69295
0.1985,12.43072,19.69295
0.199,12.43072,19.69295
0.1995,12.43072,19.69295
0.2,12.43072,19.69295
0.2005,12.43072,19.69295
0.201,12.43072,19.69295
0.2015,12.43072,19.69295
0.202,12.43072,19.69295
0.2025,12.43072,19.69295
0.203,12.43072,19.69295
0.2035,12.43033,19.69295
0.204,12.43033,19.69295
0.2045,12.43033,19.69295
0.205,12.43033,19.69295
0.2055,12.43033,19.69295
0.206,12.43033,19.69295
0.2065,12.43033,19.69295
0.207,12.43033,19.69295
0.2075,12.43033,19.69295
0.208,12.43033,19.69295
0.2085,12.43072,19.69295
0.209,12.43033,19.69295
0.2095,12.43072,19.69295
0.21,12.43033,19.69295
0.2105,12.43033,19.69295
0.211,12.43033,19.69295
0.2115,12.43033,19.69295
0.212,12.43072,19.69295
0.2125,12.43072,19.69295
0.213,12.43033,19.69295
0.2135,12.43072,19.69295
0.214,12.43072,19.69295
0.2145,12.43072,19.69295
0.215,12.43072,19.69295
0.2155,12.43072,19.69295
0.216,12.43072,19.69295
0.2165,12.43033,19.69295
0.217,12.43072,19.69295
0.2175,12.43072,19.69295
0.218,12.43072,19.69295
0.2185,12.43033,19.69295
0.219,12.43033,19.69295
0.2195,12.43072,19.69295
0.22,12.43072,19.69295
0.2205,12.43033,19.69295
0.221,12.43072,19.69295
0.2215,12.43072,19.69295
0.222,12.43072,19.69295
0.2225,12.43072,19.69295
0.223,12.43072,19.69295
0.2235,12.43033,19.69295
0.224,12.43033,19.69295
0.2245,12.43033,19.69295
0.225,12.43033,19.69295
0.2255,12.43033,19.69295
0.226,12.43033,19.69295
0.2265,12.43033,19.69295
0.227,12.43033,19.69295
0.2275,12.43033,19.69295
0.228,12.43033,19.69295
0.2285,12.43033,19.69295
0.229,12.43033,19.69295
0.2295,12.43033,19.69295
0.23,12.43033,19.69295
0.2305,12.43072,19.69295
0.231,12.43072,19.69295
0.2315,12.43072,19.69295
0.232,12.43072,19.69295
0.2325,12.43072,19.69295
0.233,12.43072,19.69295
0.2335,12.43072,19.69295
0.234,12.43072,19.69295
0.2345,12.43072,19.69295
0.235,12.43072,19.69295
0.2355,12.43072,19.69295
0.236,12.43072,19.69295
0.2365,12.43072,19.69295
0.237,12.43072,19.69295
0.2375,12.43072,19.69295
0.238,12.43072,19.69295
0.2385,12.43072,19.69295
0.239,12.43072,19.69295
0.2395,12.43072,19.69295
0.24,12.43072,19.69295
0.2405,12.43072,19.69295
0.241,12.43072,19.69295
0.2415,12.43072,19.69295
0.242,12.43072,19.69295
0.2425,12.43072,19.69295
0.243,12.43072,19.69295
0.2435,12.43072,19.69295
0.244,12.43072,19.69295
0.2445,12.43072,19.69295
0.245,12.43072,19.69295
0.2455,12.43072,19.69295
0.246,12.43072,19.69295
0.2465,12.43072,19.69295
0.247,12.43072,19.69295
0.2475,12.43072,19.69295
0.248,12.43072,19.69295
0.2485,12.43072,19.69295
0.249,12.43072,19.69295
0.2495,12.43072,19.69295
0.25,12.43072,19.69295
0.2505,12.43072,19.69295
0.251,12.43072,19.69295
0.2515,12.43072,19.69295
0.252,12.43072,19.69295
0.2525,12.43072,19.69295
0.253,12.43072,19.69295
0.2535,12.43072,19.69295
0.254,12.43072,19.69295
0.2545,12.43072,19.69295
0.255,12.43072,19.69295
0.2555,12.43072,19.69295
0.256,12.43072,19.69295
0.2565,12.43072,19.69295
0.257,12.43072,19.69295
0.2575,12.43072,19.69295
0.258,12.43072,19.69295
0.2585,12.43072,19.69295
0.259,12.43072,19.69295
0.2595,12.43072,19.69295
0.26,12.43072,19.69295
0.2605,12.43072,19.69295
0.261,12.43072,19.69295
0.2615,12.43072,19.69295
0.262,12.43072,19.69295
0.2625,12.43072,19.69295
0.263,12.43072,19.69295
0.2635,12.43072,19.69295
0.264,12.43072,19.69295
0.2645,12.43072,19.69295
0.265,12.43072,19.69295
0.2655,12.43072,19.69295
0.266,12.43072,19.69295
0.2665,12.43072,19.69295
0.267,12.43072,19.69295
0.2675,12.43072,19.69217
0.268,12.43072,19.69217
0.2685,12.43033,19.69295
0.269,12.43072,19.69295
0.2695,12.43072,19.69295
0.27,12.43072,19.69295
0.2705,12.43072,19.69295
0.271,12.43072,19.69295
0.2715,12.43072,19.69295
0.272,12.43072,19.69295
0.2725,12.43072,19.69295
0.273,12.43072,19.69295
0.2735,12.43072,19.69295
0.274,12.43033,19.69295
0.2745,12.43033,19.69295
0.275,12.43072,19.69295
0.2755,12.43072,19.69295
0.276,12.43033,19.69295
0.2765,12.43033,19.69295
0.277,12.43072,19.69295
0.2775,12.43033,19.69295
0.278,12.43033,19.69295
0.2785,12.43033,19.69295
0.279,12.43033,19.69295
0.2795,12.43033,19.69295
0.28,12.43033,19.69295
0.2805,12.43033,19.69295
0.281,12.43033,19.69295
0.2815,12.43033,19.69295
0.282,12.43033,19.69295
0.2825,12.43033,19.69295
0.283,12.43033,19.69295
0.2835,12.43033,19.69295
0.284,12.43033,19.69295
0.2845,12.43072,19.69295
0.285,12.43072,19.69295
0.2855,12.43072,19.69295
0.286,12.43072,19.69295
0.2865,12.43072,19.69295
0.287,12.43072,19.69295
0.2875,12.43072,19.69295
0.288,12.43072,19.69295
0.2885,12.43072,19.69295
0.289,12.43072,19.69295
0.2895,12.43072,19.69295
0.29,12.43072,19.69295
0.2905,12.43072,19.69295
0.291,12.43072,19.69295
0.2915,12.43072,19.69295
0.292,12.43072,19.69295
0.2925,12.43072,19.69295
0.293,12.43033,19.69295
0.2935,12.43033,19.69295
0.294,12.43033,19.69295
0.2945,12.43033,19.69295
0.295,12.43033,19.69295
0.2955,12.43033,19.69295
0.296,12.43033,19.69295
0.2965,12.43033,19.69295
0.297,12.43033,19.69295
0.2975,12.43072,19.69295
0.298,12.43072,19.69295
0.2985,12.43072,19.69295
0.299,12.43033,19.69295
0.2995,12.43072,19.69295
0.3,12.43072,19.69295
0.3005,12.43072,19.69295
0.301,12.43072,19.69295
0.3015,12.43072,19.69295
0.302,12.43072,19.69295
0.3025,12.43072,19.69295
0.303,12.43072,19.69295
0.3035,12.43072,19.69295
0.304,12.43072,19.69295
0.3045,12.43072,19.69295
0.305,12.43072,19.69295
0.3055,12.43072,19.69295
0.306,12.43072,19.69295
0.3065,12.43072,19.69295
0.307,12.43072,19.69295
0.3075,12.43072,19.69295
0.308,12.43072,19.69295
0.3085,12.43072,19.69295
0.309,12.43072,19.69295
0.3095,12.43072,19.69295
0.31,12.43072,19.69295
0.3105,12.43072,19.69295
0.311,12.43072,19.69295
0.3115,12.43072,19.69295
0.312,12.43072,19.69295
0.3125,12.43072,19.69295
0.313,12.43072,19.69295
0.3135,12.43072,19.69295
0.314,12.43072,19.69295
0.3145,12.43072,19.69295
0.315,12.43072,19.69295
0.3155,12.43072,19.69295
0.316,12.43072,19.69295
0.3165,12.43072,19.69295
0.317,12.43072,19.69295
0.3175,12.43072,19.69295
0.318,12.43072,19.69295
0.3185,12.43072,19.69295
0.319,12.43072,19.69295
0.3195,12.43072,19.69295
0.32,12.43072,19.69295
0.3205,12.43072,19.69295
0.321,12.43072,19.69295
0.3215,12.43072,19.69295
0.322,12.43072,19.69295
0.3225,12.43072,19.69295
0.323,12.43072,19.69295
0.3235,12.43072,19.69295
0.324,12.43072,19.69295
0.3245,12.43072,19.69295
0.325,12.43072,19.69295
0.3255,12.43072,19.69295
0.326,12.43072,19.69295
0.3265,12.43072,19.69295
0.327,12.43072,19.69295
0.3275,12.43072,19.69295
0.328,12.43072,19.69295
0.3285,12.43072,19.69295
0.329,12.43072,19.69295
0.3295,12.43033,19.69295
0.33,12.43033,19.69295
0.3305,12.43033,19.69295
0.331,12.43033,19.69295
0.3315,12.43033,19.69295
0.332,12.43033,19.69295
0.3325,12.43033,19.69295
0.333,12.43033,19.69295
0.3335,12.43072,19.69295
0.334,12.43072,19.69295
0.3345,12.43072,19.69295
0.335,12.43072,19.69295
0.3355,12.43072,19.69295
0.336,12.43072,19.69295
0.3365,12.43072,19.69295
0.337,12.43033,19.69295
0.3375,12.43072,19.69295
0.338,12.43072,19.69295
0.3385,12.43072,19.69295
0.339,12.43072,19.69295
0.3395,12.43072,19.69295
0.34,12.43072,19.69295
0.3405,12.43072,19.69295
0.341,12.43072,19.69295
0.3415,12.43072,19.69295
0.342,12.43072,19.69295
0.3425,12.43072,19.69295
0.343,12.43072,19.69295
0.3435,12.43033,19.69295
0.344,12.43033,19.69295
0.3445,12.43072,19.69295
0.345,12.43033,19.69295
0.3455,12.43033,19.69295
0.346,12.43033,19.69295
0.3465,12.43033,19.69295
0.347,12.43033,19.69295
0.3475,12.43033,19.69295
0.348,12.43072,19.69295
0.3485,12.43072,19.69295
0.349,12.43072,19.69295
0.3495,12.43072,19.69295
0.35,12.43072,19.69295
0.3505,12.43072,19.69295
0.351,12.43072,19.69295
0.3515,12.43072,19.69295
0.352,12.43072,19.69295
0.3525,12.43072,19.69295
0.353,12.43072,19.69295
0.3535,12.43072,19.69295
0.354,12.43072,19.69295
0.3545,12.43072,19.69295
0.355,12.43072,19.69295
0.3555,12.43072,19.69295
0.356,12.43072,19.69295
0.3565,12.43072,19.69295
0.357,12.43072,19.69295
0.3575,12.43072,19.69295
0.358,12.43072,19.69295
0.3585,12.43072,19.69295
0.359,12.43033,19.69295
0.3595,12.43033,19.69295
0.36,12.43033,19.69295
0.3605,12.43033,19.69295
0.361,12.43033,19.69295
0.3615,12.43033,19.69295
0.362,12.43033,19.69295
0.3625,12.43033,19.69295
0.363,12.43033,19.69295
0.3635,12.43033,19.69295
0.364,12.43072,19.69295
0.3645,12.43033,19.69295
0.365,12.43072,19.69295
0.3655,12.43072,19.69295
0.366,12.43033,19.69295
0.3665,12.43033,19.69295
0.367,12.43033,19.69295
0.3675,12.43033,19.69295
0.368,12.43033,19.69295
0.3685,12.43033,19.69295
0.369,12.43033,19.69295
0.3695,12.43033,19.69295
0.37,12.43033,19.69295
0.3705,12.43033,19.69295
0.371,12.43033,19.69295
0.3715,12.43033,19.69295
0.372,12.43033,19.69295
0.3725,12.43072,19.69295
0.373,12.43072,19.69295
0.3735,12.43072,19.69295
0.374,12.43033,19.69295
0.3745,12.43072,19.69295
0.375,12.43072,19.69295
0.3755,12.43072,19.69295
0.376,12.43072,19.69295
0.3765,12.43072,19.69295
0.377,12.43072,19.69295
0.3775,12.43072,19.69295
0.378,12.43072,19.69295
0.3785,12.43072,19.69295
0.379,12.43072,19.69295
0.3795,12.43072,19.69295
0.38,12.43072,19.69295
0.3805,12.43072,19.69295
0.381,12.43072,19.69295
0.3815,12.43072,19.69295
0.382,12.43033,19.69295
0.3825,12.43033,19.69295
0.383,12.43033,19.69295
0.3835,12.43033,19.69295
0.384,12.43033,19.69295
0.3845,12.43033,19.69295
0.385,12.43033,19.69295
0.3855,12.43033,19.69295
0.386,12.43033,19.69295
0.3865,12.43072,19.69295
0.387,12.43072,19.69295
0.3875,12.43072,19.69295
0.388,12.43072,19.69295
0.3885,12.43072,19.69295
0.389,12.43072,19.69295
0.3895,12.43072,19.69295
0.39,12.43072,19.69295
0.3905,12.43072,19.69295
0.391,12.43072,19.69295
0.3915,12.43033,19.69295
0.392,12.43072,19.69295
0.3925,12.43072,19.69295
0.393,12.43033,19.69295
0.3935,12.43072,19.69295
0.394,12.43072,19.69295
0.3945,12.43072,19.69295
0.395,12.43072,19.69295
0.3955,12.43072,19.69295
0.396,12.43072,19.69295
0.3965,12.43072,19.69295
0.397,12.43072,19.69295
0.3975,12.43072,19.69295
0.398,12.43072,19.69295
0.3985,12.43072,19.69295
0.399,12.43072,19.69295
0.3995,12.43072,19.69295
0.4,12.43072,19.69295
0.4005,12.43072,19.69295
0.401,12.43072,19.69295
0.4015,12.43072,19.69295
0.402,12.43072,19.69295
0.4025,12.43072,19.69295
0.403,12.43072,19.69295
0.4035,12.43072,19.69295
0.404,12.43072,19.69295
0.4045,12.43072,19.69295
0.405,12.43072,19.69295
0.4055,12.43072,19.69295
0.406,12.43072,19.69295
0.4065,12.43072,19.69295
0.407,12.43072,19.69295
0.4075,12.43072,19.69295
0.408,12.43072,19.69295
0.4085,12.43072,19.69295
0.409,12.43072,19.69295
0.4095,12.43072,19.69295
0.41,12.43072,19.69295
0.4105,12.43072,19.69295
0.411,12.43072,19.69295
0.4115,12.43072,19.69295
0.412,12.43033,19.69295
0.4125,12.43033,19.69295
0.413,12.43033,19.69295
0.4135,12.43072,19.69295
0.414,12.43072,19.69295
0.4145,12.43072,19.69295
0.415,12.43072,19.69295
0.4155,12.43072,19.69295
0.416,12.43072,19.69295
0.4165,12.43072,19.69295
0.417,12.43072,19.69295
0.4175,12.43072,19.69295
0.418,12.43072,19.69295
0.4185,12.43072,19.69295
0.419,12.43072,19.69295
0.4195,12.43072,19.69295
0.42,12.43072,19.69295
0.4205,12.43072,19.69295
0.421,12.43072,19.69295
0.4215,12.43033,19.69295
0.422,12.43072,19.69295
0.4225,12.43072,19.69295
0.423,12.43033,19.69295
0.4235,12.43033,19.69295
0.424,12.43033,19.69295
0.4245,12.43033,19.69295
0.425,12.43072,19.69295
0.4255,12.43072,19.69295
0.426,12.43072,19.69295
0.4265,12.43072,19.69295
0.427,12.43072,19.69295
0.4275,12.43072,19.69295
0.428,12.43033,19.69295
0.4285,12.43033,19.69295
0.429,12.43033,19.69295
0.4295,12.43033,19.69295
0.43,12.43033,19.69295
0.4305,12.43033,19.69295
0.431,12.43072,19.69295
0.4315,12.43033,19.69295
0.432,12.43033,19.69295
0.4325,12.43033,19.69295
0.433,12.43033,19.69295
0.4335,12.43033,19.69295
0.434,12.43033,19.69295
0.4345,12.43033,19.69295
0.435,12.43033,19.69295
0.4355,12.43033,19.69295
0.436,12.43033,19.69295
0.4365,12.43033,19.69295
0.437,12.43033,19.69295
0.4375,12.43033,19.69295
0.438,12.43033,19.69295
0.4385,12.43033,19.69295
0.439,12.43033,19.69295
0.4395,12.43033,19.69295
0.44,12.43033,19.69295
0.4405,12.43033,19.69295
0.441,12.43033,19.69295
0.4415,12.43033,19.69295
0.442,12.43033,19.69295
0.4425,12.43033,19.69295
0.443,12.43033,19.69295
0.4435,12.42995,19.69295
0.444,12.42995,19.69295
0.4445,12.42995,19.69295
0.445,12.42995,19.69295
0.4455,12.42995,19.69295
0.446,12.42956,19.69295
0.4465,12.42956,19.69295
0.447,12.42956,19.69295
0.4475,12.42956,19.69295
0.448,12.42917,19.69295
0.4485,12.42917,19.69295
0.449,12.42878,19.69295
0.4495,12.42878,19.69295
0.45,12.42839,19.69295
0.4505,12.42839,19.69295
0.451,12.428,19.69295
0.4515,12.428,19.69295
0.452,12.42761,19.69295
0.4525,12.42722,19.69295
0.453,12.42683,19.69295
0.4535,12.42605,19.69295
0.454,12.42605,19.69295
0.4545,12.42566,19.69295
0.455,12.42489,19.69295
0.4555,12.42411,19.69295
0.456,12.42333,19.69295
0.4565,12.42294,19.69295
0.457,12.42177,19.69295
0.4575,12.4206,19.69295
0.458,12.41983,19.69295
0.4585,12.41827,19.69295
0.459,12.4171,19.69295
0.4595,12.41554,19.69295
0.46,12.4136,19.69295
0.4605,12.41204,19.69295
0.461,12.41049,19.69295
0.4615,12.40854,19.69295
0.462,12.40659,19.69295
0.4625,12.40504,19.69295
0.463,12.4027,19.69295
0.4635,12.40076,19.69295
0.464,12.39881,19.69295
0.4645,12.39647,19.69295
0.465,12.39414,19.69295
0.4655,12.3918,19.69295
0.466,12.38908,19.69295
0.4665,12.38636,19.69295
0.467,12.38402,19.69295
0.4675,12.3813,19.69295
0.468,12.37935,19.69295
0.4685,12.37663,19.69295
0.469,12.37468,19.69295
0.4695,12.37273,19.69295
0.47,12.3704,19.69295
0.4705,12.36884,19.69295
0.471,12.36651,19.69295
0.4715,12.36456,19.69295
0.472,12.36223,19.69295
0.4725,12.35989,19.69295
0.473,12.35755,19.69295
0.4735,12.35483,19.69295
0.474,12.35172,19.69295
0.4745,12.3486,19.69295
0.475,12.34588,19.69295
0.4755,12.34277,19.69295
0.476,12.34004,19.69295
0.4765,12.33693,19.69295
0.477,12.33342,19.69295
0.4775,12.32992,19.69295
0.478,12.32642,19.69217
0.4785,12.32292,19.69217
0.479,12.31941,19.69217
0.4795,12.31669,19.69217
0.48,12.31358,19.69217
0.4805,12.31124,19.69217
